name;description;exc;trade;;;;
PS85-1;Portable Battery Box 1 - 2 x 12V 2 x USB;1390.00;1598.50;On Request;;;
PS85-2;Portable Battery Box 2 - 1 x 12V 2 x USB;1390.00;1598.50;On Request;;;
;ELECTRIC FENCE POLES - AGRI;;;;;;
EF47-10;Free Standing Y-Picket Pole 2.4m HDG 8mm;172.00;197.80;;;;
EF47-11;Free Standing Y-Picket Pole 3.0m Bitumin;172.00;197.80;;;;
EF47-12;Free Standing Y-Picket Pole 3.0m HDG 8mm;219.00;251.85;;;;
EF47-14;Free Standing Y-Picket Pole 3m HDG 11mm;211.00;242.65;;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 47;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
ELECTRIC FENCING;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
;ELECTRIC FENCE ACCESSORIES - AGRI;;;;;;
EF66-1;Offset Bracket Double 225mm;5.95;6.84;;;;
EF66-2;Offset Bracket Single 450mm;5.95;6.84;;;;
EF66-3;Offset Bracket Single 225mm;4.25;4.89;;;;
EF66-4;Offset Bracket Double 350mm;7.25;8.34;;;;
EF66-5;Offset Bracket Triple 240mm;8.10;9.32;;;;
EF66-6;Free Standing - Offset - Anti-Dig;10.80;12.42;;;;
EF26-10;Insulator - Ring - Long Arm Screw 190mm;7.90;9.09;;;;
EF26-11;Insulator - Screw on Bar - Black;4.75;5.46;;;;
EF29-10;Insulator - End & Corner Post 12-40mm Wh;14.20;16.33;;;;
EF29-11;Insulator - Intermediate - 12-40mm White;4.95;5.69;;;;
EF29-12;Insulator - Tape- Screw 40mm;4.15;4.77;;;;
EF29-13;Insulator - Thick Poly Wire/Rope - White;1.95;2.24;;;;
EF29-14;Sleeve - Gum Pole - Wire Insulator - 10m;76.00;87.40;;;;
EF29-16;Poly Tape - Joiner 40mm - 70 x 50mm;14.50;16.68;;;;
EF29-17;Poly Tape - Buckle 40mm - 60 x 60mm;12.90;14.84;;;;
EF29-18;Gate Handle - Blue (SS Spring);28.50;32.78;;;;
EF29-19;Gate Handle Plastic Only - Blue;17.90;20.59;;;;
EF29-20;Gate Spring Only - Galv 3 Meter;68.00;78.20;;;;
EF29-21;Gate Handle Only - Blue With Spring;67.50;77.63;;;;
EF29-22;Poly Tape-Actuator T-Pcs-3Hole Gate Ass;16.90;19.44;;;;
EF29-23;Gate Handle Kit - Tape 40mm x 4m;92.00;105.80;;;;
EF29-24;Flexi Gate System - 3.5m - 7m;110.50;127.08;;;;
EF29-25;Flexi Gate System - 5.5m - 11m;129.50;148.93;;;;
EF42-10;Wire Strainer-In Line - Heavy Duty - HDG;21.80;25.07;;;;
EF42-11;Wire Strainer Insulated - Heavy Duty HDG;38.90;44.74;;;;
EF42-12;Wire Strainer Porcelain - Heavy Duty HDG;42.50;48.88;;;;
EF47;Insulator - Y Std black;1.14;1.31;;;;
EF47-3;Insulator - Picket with Clip - Black;1.39;1.60;;;;
EF47-4;Insulator - Dual Pin Picket;3.38;3.89;;;;
EF29-15;Y- Picket Insulated Cap;5.90;6.79;;;;
EF29-35;Y-Picket Fastner Clip with M6 Nut & Bolt;1.60;1.84;New;;;
EF29-37;Y-Picket Rope Star Insulated Cap;5.30;6.10;;;;
EF63-10;Poly Wire - Vario SS6;255.00;293.25;;;;
EF63-11;Poly Wire - Blue MIX3 - 200m;159.00;182.85;;;;
EF63-12;Poly Wire - Blue MIX3 - 400m;316.00;363.40;;;;
EF63-3;Poly Wire - Blue MIX6 - 400m;430.00;494.50;;;;
EF63-13;Poly Rope - White MIX6 - 200m;545.00;626.75;;;;
EF63-14;Poly Tape - MIX 12mm - 200m;280.00;322.00;;;;
EF63-15;Poly Tape - MIX 20mm - 200m;335.00;385.25;;;;
EF63-16;Poly Tape - MIX 20mm - 400m;795.00;914.25;;;;
EF63-17;Poly Tape - MIX 40mm - 200m;525.00;603.75;;;;
EF63-22;Poly Tape - Mix 12mm 400m;500.00;575.00;;;;
EF63-23;Poly Tape - Mix 20mm 500m;735.00;845.25;;;;
EF63-24;Flexi Rope 8mm UV 50m;595.00;684.25;;;;
EF63-18;Fibre Rod-1250mm*10mm;20.50;23.58;;;;
EF63-19;Fibre Rod-1500mm*10mm;24.00;27.60;;;;
EF29-29;Poly Post 1.2m Step In White HD;41.50;47.73;;;;
EF63-6;Spring Clip - 10mm Rod - Gold;2.75;3.16;;;;
EF83-2;Reel Holder - ABS-Alu Frame Geared 1:1;435.00;500.25;;;;
EF83-3;Reel Holder - ABS-Alu Frame Geared 3:1;495.00;569.25;;;;
EF83;Spinning Jenny - 2.24 Wire Dispenser;1190.00;1368.50;;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 48;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
ACCESS CONTROL;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
;ELOCK MAGLOCKS AND BRACKETS;;;;;;
LK117;elock In Maglock 136kg 12 VDC;583.00;670.45;;;;
LK117-1;elock ZL Bracket for LK117;274.00;315.10;;;;
LK117-2;elock L Bracket for LK117;179.00;205.85;;;;
LK117-3;elock Bracket U for SP300 LK117 Maglock;199.00;228.85;;;;
LK118;elock In Maglock 272kg 12-24 VDC Monitor;698.00;802.70;;;;
LK118-1;elock ZL Bracket for LK118;299.00;343.85;;;;
LK118-2;elock L Bracket for LK118;198.00;227.70;;;;
LK118-3;elock U Bracket for LK118;235.00;270.25;;;;
LK119;elock In Maglock 544kg 12-24 VDC Monitor;1499.00;1723.85;;;;
LK119-1;elock ZL Bracket for LK119;599.00;688.85;;;;
LK119-2;elock L Bracket for LK119;298.00;342.70;;;;
LK120;SP Bolt Action Lock-Fail Safe;1069.00;1229.35;;;;
LK120-1;Bracket Surface Mnt for LK120 Bolt lock;380.00;437.00;;;;
LK121;SP Bolt Action Lock-Fail Secure;1659.00;1907.85;;;;
LK124-1;Surface Mount Electric Dead Bolt Lock FS;798.00;917.70;;;;
LK126;elock Out Maglock S/less Steel 360kg 12-;1569.00;1804.35;;;;
LK127;elock Out Maglock S/less Steel 544kg 12-;2166.00;2490.90;;;;
LK128;elock Z Bracket for LK126 LK127;449.00;516.35;;;;
LK128-1;elock L Bracket for LK126 LK127;379.00;435.85;;;;
LK130;SP Maglock-Shearlock 1200kg 12/24VDC;1977.00;2273.55;;;;
LK132;SP Mini Maglock 80kg 12VDC;549.00;631.35;;;;
LK133;Mag Door Holder 65kg Wall Mnt 12/24VDC F;597.00;686.55;;;;
LK133-1;Mag Door Holder 65kg Wall or Floor Mnt 1;526.00;604.90;;;;
DOOR CLOSERS;;;;;;;
LK94;Door Closer Light Duty 25-45Kg Hold Open;299.00;343.85;;;;
LK94-2;Door Closer Heavy Duty 40-65Kg;998.00;1147.70;;;;
LK94-4;Door Closer Medium Duty 25-45Kg;389.00;447.35;;;;
LK94-5;Door Closer Heavy Duty Hold Open Arm;191.00;219.65;;;;
ELECTRIC STRIKE LOCKS;;;;;;;
LK17;Electric Strike - Continuous Std;245.00;281.75;;;;
LK18;Electric Strike - Housing AC/SB;141.00;162.15;;;;
LK20;Electric Strike - Pre-impulse;252.60;290.49;;;;
LK20-1;Electric Strike - Surface Mount Std;291.70;335.46;;;;
LK21;Electric Strike - Surface Mount Plate;89.00;102.35;;;;
LK20-3;Electric Strike Kit 15mm DC;635.00;730.25;;;;
LK20-4;Electric Strike Kit 15mm A/C;700.00;805.00;;;;
LK20-6;Electric Strike Kit 25mm A/C;713.20;820.18;;;;
DOOR OPENER SET;;;;;;;
LK94-9;Automatic Door Opener 220VAC;6660.00;7659.00;;;;
LK94-7;80mm Operator Shaft Extension;464.00;533.60;New Product Range;;;
BD200;Microwave Sensor for Door Opener;550.00;632.50;On Request Only;;;
SW175;Foot Optical Switch for Door Opener;720.00;828.00;;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 49;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
ACCESS CONTROL;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
GATE LOCKS;;;;;;;
LK28;Gate Lock - Cylinder + Keys;181.60;208.84;;;;
LK29-1;Gate Lock - Latch 25mm + Cylinder;317.00;364.55;;Access;;
LK30-1;Gate Lock - Latch 40mm + Cylinder;349.30;401.70;;Control;;
LK32;Gate Lock - Housing ONLY 25mm AC/25;139.00;159.85;;Checklist;;
LK33;Gate Lock - Housing ONLY 40mm;122.80;141.22;;o Biometric Reader;;
LK72;Gate Lock 15mm + Cyl.;178.50;205.28;;o RFID Reader;;
;;;;;o Keypad;;
LK39;Latch Release - Gate Kit Left;64.60;127.65;EOL;o Tag System;;
LK40;Latch Release - Inward Open;993.00;1141.95;;o RFID Tags or cards;;
LK41;Latch Release - Gate Kit Right;145.00;166.75;;o Access PC;;
LK42;Latch Release - Outward Open;943.00;1084.45;;o Mag Lock / Striker;;
;;;;;o Brackets & Housings;;
LK55;SEP Maglock Side Mount + QM Bracket;1220.25;1403.29;;o Power Supply;;
LK57;SEP Maglock 300Kg Front Mount;1125.11;1293.88;;o Battery;;
LK61;SEP Maglock Quick Mount Bracket;128.89;148.22;;o Door Closer;;
LK62;SEP Maglock U - Bracket;518.82;596.64;;o Push Button;;
LK63;SEP Maglock Z - Bracket;402.81;463.23;;o Cable & Connectors;;
;;;;;o Call Points;;
LK98;CISA Electric Lock Inward Opening RHS Bt;1399.00;1608.85;;o Buzzer / Siren;;
LK98-1;CISA Electric Lock Inward Opening RHS;1360.00;1564.00;;;;
LK99;CISA Electric Lock Inward Opening LHS Bt;1301.00;1496.15;;;;
LK99-1;CISA Electric Lock Inward Opening LHS;1265.00;1454.75;;;;
LK100;CISA Electric Lock Outward Open RHS Btn;1407.00;1618.05;;;;
LK100-1;CISA Electric Lock Outward Open RHS;1509.00;1735.35;;;;
LK101;CISA Electric Lock Outward Open LHS Btn;1506.00;1731.90;;;;
LK101-1;CISA Electric Lock Outward Open LHS;1411.00;1622.65;;;;
LK100-2;CISA Electric Dead Lock Latch RHS 12VAC;1584.00;1821.60;;;;
LK100-3;CISA Electric Dead Lock Latch LHS 12VAC;1584.00;1821.60;;;;
LK100-4;CISA Electric Swing Gate Lock Btn 12VAC;2315.00;2662.25;;;;
LK100-5;CISA Electric Swing Gate Lock 12VAC;2465.00;2834.75;;;;
LK100-6;CISA Elettrika Booster 12-24VDC / VAC;1075.00;1236.25;;;;
PADLOCKS;;;;;;;
LK79;Padlock - Inyati 30mm Brass;73.10;84.07;;;;
LK79-1;Padlock -  50mm Brass Inyati;151.50;174.23;;;;
LK79-3;Padlock - Insurance 70mm;269.00;309.35;;;;
LK79-3-1;Padlock - Insurance 90mm;364.00;418.60;;;;
LK79-4;Padlock - Discus 70mm;118.50;136.28;;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 50;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
ACCESS CONTROL;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
KEYPADS;;;;;;;
LK192-1;Standalone/Wiegand Reader and Keypad;649.00;746.35;;;;
LK12-3;Keypad - NICE EPAD 02 Wireless;658.85;757.68;;;;
LK54-1;Keypad - Keypro Stainless Steel 99 Users;487.00;560.05;;;;
LK73;Keypad - Sherlo Wireless 403/433Mhz 9 Ch;452.74;520.65;;;;
LK90-2;Rainshield - Smartguard Stainless Steel;328.00;377.20;;;;
LK91-5;Centurion Keypad - Smartguard Black;692.00;795.80;;;;
LK91-4;Smart Switch for Smartguard;290.00;333.50;;;;
LK91-7;SmartGuard Air Wireless Keypad - Black;763.00;877.45;;;;
LK92;Keypad - Tamper Proof 7 Codes;698.25;802.99;;;;
LK97;Sentry Wireless Access LED Keypad;534.00;614.10;;;;
;PUSH TO EXIT SWITCHES;;;;;;
SW163;SP S/less Steel IR Touchless Switch 38mm;399.00;458.85;;;;
SW163-1;SP S/less Steel IR Touchless Switch 22mm;349.30;401.70;;;;
SW163-2;SP Polycarbonate Fireproof IR Touchless;249.00;286.35;;;;
SW165;SP No Touch Exit Sensor NO & NC;196.00;225.40;;;;
SW165-5;SP Touch to Exit Sensor NO & NC;244.00;280.60;;;;
SW165-8;SP Out No-Touch Exit Sensor 12VDC NO/NC;295.00;339.25;;;;
SW168;SP Slimline Push Button NO & Com;99.80;114.77;;;;
SW168-1;SP Slimline Push Button Illum NO & NC;215.00;247.25;;;;
SW169;SP Push Button Illum NO & NC;236.00;271.40;;;;
SW171;SP Recessed Door Release Button;47.80;54.97;;;;
SW171-1;SP Surface Mnt Door Release Button;51.80;59.57;;;;
SW172;SP Surface Mnt Push Button NO & Com;124.00;142.60;;;;
SW173;SP Surface Mnt Switch NO & NC;65.00;74.75;;;;
SW173-1;SP Surface Mnt Switch Cover NO & NC;142.00;163.30;;;;
SW174;SP Surface Slimline Touch Switch NO & NC;292.90;336.84;;;;
DC POWER SUPPLIES;;;;;;;
PS49-1;SP PS 13.6VDC 3Amp Power Store;554.00;637.10;;;;
PS49-2;SP PS 13.6VDC 5Amp Power Store;599.00;688.85;;;;
PS49-3;SP Access Control PS 13.6VDC 3Amp Power;599.00;688.85;;;;
PS66;SP PS 24VDC 5Amp Power Store;1875.00;2156.25;;;;
AC POWER SUPPLIES;;;;;;;
PS25;PSU - 24VAC 2Amp;394.00;453.10;;;;
PS30;T/Former Plug-in 16VAC 1.25A;175.00;201.25;;;;
PS51;SP PS 16VAC 2.5Amp Transformer;214.00;246.10;;;;
LT19;SP PS 12/16VAC 50VA Protected Transforme;319.00;366.85;;;;
SW165-8;SP Out No-Touch Exit Sensor 12VDC NO/NC;;;;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 51;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
ACCESS CONTROL;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
RFID TAG SYSTEMS;;;;;;;
LK192-1;Standalone/Wiegand Reader and Keypad;649.00;746.35;;;;
LK77-1;Proximity Tag - Dallas Type;53.00;60.95;;;;
LK142;Proximity Tag Black EM;13.94;16.03;;;;
LK143;Proximity Card EM;6.09;7.00;;;;
LK145;Proximity Card 1K MF;12.91;14.85;;;;
LK146;Proximity Reader - SS Dorable Std - 30Us;329.00;378.35;;;;
LK147;Proximity Reader - SS Dortag VI;645.00;741.75;;;;
LK148;Prox Reader - SS PICO Prox with Buzzer;454.00;522.10;;;;
LK149;Prox Reader - SS Dortag IV Read Ant 5VD;215.00;247.25;;;;
LK150;Prox Reader - SS ACCSENS Plus 8 Door;2000.00;2300.00;;;;
LK151;Prox Reader - SS RS485 Reader 9-16V DC;560.00;644.00;;;;
LK156;SS - Audit Trail Software for LK150;350.00;402.50;;;;
LK160;Lattice Cont V1 Flush & Surface;1257.00;1445.55;EOL;;;
LK161;ZAPTAG Green Single Unit;41.00;47.15;;;;
LK162;SOLO / LATTICE Rainshield;345.00;396.75;EOL;;;
LK163;SOLO Controller Flush & Surface Mount;1024.00;1177.60;EOL;;;
ACCESS PCB's;;;;;;;
LK14-1;Door Interlock PCB;319.20;367.08;;;;
LK14-2;Door Interlock PCB - 5Door;651.70;749.46;;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 52;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
ACCESS CONTROL;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
;PAXTON ACCESS CONTROL SYSTEMS;;;;;;
LK250;Net2 Plus ACU;2564.00;2948.60;;682-493-EX;;
LK250-1;Net2 Plus ACU PSU Plastic;4400.00;5060.00;;682-531-EX;;
LK251;Net2 Plus ACU POE Plastic;4908.00;5644.20;;682-284-EX;;
LK253-2;Net2 I/O PSU Plastic;4872.00;5602.80;;411-623-EX;;
LK250-7;Paxton Switch2 Controller 12VDC 1A PSU;1610.00;1851.50;;242-166-EX;;
LK250-9;Pax Net2 Enclose PSU Plastic;1507.00;1733.05;;857-250-EX;;
LK290-6;Net2 Plus Demo Case;8771.00;10086.65;;541-427-EX;;
;PAXTON ACCESS - READERS;;;;;;
LK260;Net2 Reader P38;968.00;1113.20;;333-110-EX;;
LK260-1;Net2 Reader P50;1129.00;1298.35;;353-110-EX;;
LK260-2;Net2 Reader P75;1290.00;1483.50;;373-110-EX;;
LK260-3;Net2 Reader P200;1953.00;2245.95;;323-110-EX;;
LK260-8;Paxton Net2 Reader - Mullion;1725.00;1983.75;;345-220-EX;;
LK261;Ney2 Keypad Reader KP75;1451.00;1668.65;;375-110-EX;;
LK261-2;Net2 Keypad Reader KP50;1290.00;1483.50;;355-110-EX;;
LK261-5;Net2 Keypad K50;676.00;777.40;;351-110-EX;;
LK261-6;Net2 Keypad K75;676.00;777.40;;371-110-EX;;
LK261-11;Paxton Net2 Keypad - TOUCHLOCK Stainless;1195.00;1374.25;;372-110-EX;;
LK262;Net2 Reader Marine;3407.00;3918.05;;500-010-EX;;
LK263-7;Pax Net2 Reader Architectural Satin Chro;3833.00;4407.95;;360-864SC-EX;;
LK263-8;Pax Net2 Reader Insert Architectural Sto;977.00;1123.55;;361-002-EX;;
LK265;Net2 Reader Vandal Proof;2223.00;2556.45;;568-855-EX;;
LK282;Pax Net2 Reader MiFare & EM 125kHz P50;1293.00;1486.95;;353-467-EX;;
LK282-2;Net2 Keypad Reader Mifare Metal KP75;2015.00;2317.25;;375-130-EX;;
LK266;Net2 Reader Long Range;4217.00;4849.55;;313-110-EX;;
LK268;Net2 Reader Energy Saving;1593.00;1831.95;;595-248-EX;;
LK267;Net2 Desktop Reader;925.00;1063.75;;514-326-EX;;
LK267-2;Pax Net2 Desktop Reader Magstripe USB;1288.00;1481.20;;350-910-EX;;
LK267-4;Net2 Reader Caller ID Plastic Housing;4725.00;5433.75;;460-210-EX;;
LK271-6;Net2 Hands Free Interface Plastic;1631.00;1875.65;;477-222-EX;;
PAXTON10 ACCESS;;;;;;;
LK285-1;Paxton10 Door Controller Kit 1;26793.00;30811.95;;;;
LK285-2;Paxton10 Video Controller Kit 2;24997.00;28746.55;;;;
LK251-10;Pax10 Video Cont 4A PSU 2 SATA Ports Met;7940.00;9131.00;;010-187-EX;;
LK251-11;Paxton10 Alarm Connector;1414.00;1626.10;;010-203-EX;;
LK251-12;Pax10 Door Cont;5124.00;5892.60;;010-403-EX;;
LK251-13;Paxton10 Reader Converter;442.00;508.30;EOL;010-552-EX;;
LK251-15;Paxton10 Door Controller 12V;6458.00;7426.70;;010-751-EX;;
LK251-16;Paxton10 Video Controller PoE;7940.00;9131.00;;010-907-EX;;
LK251-5;Paxton10 Server;15992.00;18390.80;;003-375-EX;;
LK251-9;Paxton10 Door Controller PoE;6458.00;7426.70;;010-052-EX;;
LK261-15;Pax 10 Keypad Reader;2647.00;3044.05;;010-824-EX;;
LK265-1;Pax 10 Reader Slimline Vandal Resistant;2885.00;3317.75;;010-254-EX;;
LK265-2;Pax 10 Reader Slimline;2251.00;2588.65;;010-296-EX;;
LK265-3;Paxton10 Desktop Reader;2127.00;2446.05;;010-387-EX;;
LK271-8;Pax 10 Cards / 10 Pack;645.00;741.75;;010-427-EX;;
LK272-10;Pax 10 Keyfobs / 10 Pack;645.00;741.75;;010-170-EX;;
LK272-9;Pax 10 Keyforb Handsfree BLE;577.00;663.55;;010-690-EX;;
NW261;Paxton10 Wireless Connector;2647.00;3044.05;;010-687-EX;;
CC240;Paxton10 Mini Bullet Camera;4384.14;5041.76;;010-372-EX;;
CC241;P10 Pro VF Bullet IPC 8MP 2.8-12mm 256GB;5825.00;6698.75;;010-924-EX;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 53;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
ACCESS CONTROL;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
;PAXTON ACCESS - ACCESSORIES;;;;;;
LK269-1;Pax Exit Button E50;489.00;562.35;;356-310-EX;;
LK270;Pax Net2 Keyfobs EM 125kHz / 10 Pack;510.00;586.50;;695-644-US;;
LK270-1;Pax Net2 Keyfobs / 10 Pack;593.00;681.95;;695-644-EX;;
LK270-2;Paxton Proximity Keyfob 50 Pack - Amber;3740.00;4301.00;New;820-050A-EX;;
LK270-3;Paxton Proximity Keyfob 50 Pack - Red;3740.00;4301.00;New;820-050R-EX;;
LK270-10;Pax Comp Keyfobs Green / 10 Pack;1070.00;1230.50;;820-010G-EX;;
LK271-3;Pax Net2 Cards 125kHz HID Activation / 5;1648.00;1895.20;;125-005-EX;;
LK271-4;Paxton Net2 Cards Weigand Activation HID;707.00;813.05;;125-201-EX;;
LK271-5;Pax Cards ISO MiFare / 10 Pack;593.00;681.95;;692-148-EX;;
LK272;Pax Net2 Handsfree Keyfob 5m Max;536.00;616.40;;690-222-EX;;
LK273;Net2 Hands Free KeyCard;644.00;740.60;;690-333-EX;;
LK273-1;Net2 Hands Free KeyCard Holder 5 Pack;239.00;274.85;;696-100-EX;;
LK269-2;Net2 Reader Port Connector 5 Pack;1108.00;1274.20;;325-030-EX;;
LK269-3;Pax Exit Button E75;489.00;562.35;;376-310-EX;;
LK274-1;Net2 Cards Magstripe 10 Pack;426.00;489.90;;695-573-EX;;
LK274-2;Pax Net2 Cards ISO Magstripe / 500 Pack;25426.00;29239.90;;692-053-EX;;
LK274-10;Pax Comp Cards Green / 10 Pack;1070.00;1230.50;;830-010G-EX;;
LK274-5;Pax Watchprox Blk Net2 / 10 Pack;489.00;562.35;;698-574BL-EX;;
LK274-6;Pax Net2 Watchprox Silver Net2 / 10 Pack;489.00;562.35;;698-574SL-EX;;
LK274-8;Pax Net2 Disc Self Adhesive / 10 Pack;530.00;609.50;;660-100-EX;;
PS67;Net2 PSU 2Amp 12VDC;1044.00;1200.60;;857-090-EX;;
CB79;Pax Net2 Reader Cable 100m 10 Core Belde;2177.20;2503.78;;166-100;;
;PAXTON ACCESS - STAND ALONE;;;;;;
LK250-8;Pax Switch2 Cont;1361.00;1565.15;;405-321-EX;;
LK260-4;Pax Comp Reader P38;2265.00;2604.75;;333-210-EX;;
LK260-5;Pax Comp Reader P50;2265.00;2604.75;;353-210-EX;;
LK260-6;Pax Comp Reader P75;2265.00;2604.75;;373-210-EX;;
LK261-7;Pax Comp Keypad TouchLock K50;1070.00;1230.50;;351-210-EX;;
LK261-8;Pax Comp Keypad TouchLock K75;1070.00;1230.50;;371-210-EX;;
LK261-9;Pax Comp Keypad TouchLock S/less K50;1569.00;1804.35;;352-210-EX;;
LK261-3;Pax Comp Keypad Vandal Resistant;2015.00;2317.25;;521-836-EX;;
;PAXTON ENTRY - PANELS;;;;;;
LK279;Pax Entry Panel MKII Rain Surface Mnt;10131.00;11650.65;;337-410-EX;;
LK279-1;Pax Entry Panel MKII Surface Mnt;10029.00;11533.35;;337-420-EX;;
LK280-17;Pax Entry Panel MKII Flush Mnt;10029.00;11533.35;;337-400-EX;;
LK279-2;Pax Entry Panel MKII VR Surface Mnt;15118.00;17385.70;;337-520-EX;;
LK279-3;Pax Entry Panel MKII VR Rain Surface Mnt;15118.00;17385.70;;337-510-EX;;
LK279-6;Pax Entry Panel Touch Surface Mnt;25193.00;28971.95;;337-620-EX;;
LK279-7;Pax Entry Panel Touch Rain Surface Mnt;25193.00;28971.95;;337-610-EX;;
LK279-8;Pax Entry Panel Touch Flush Mnt;25193.00;28971.95;;337-600-EX;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 54;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
ACCESS CONTROL;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
PAXTON ENTRY - MONITOR & ACCESSORIES;;;;;;;
LK280-20;Pax Entry Premium Monitor;9787.00;11255.05;;337-290-EX;;
LK280-24;Pax Entry Audio Monitor;2008.00;2309.20;;337-270-EX;;
LK280-25;Pax Entry Audio Monitor Handset;2228.00;2562.20;;337-272-EX;;
LK280-27;Pax Entry Desk Stand;774.00;890.10;;337-294-EX;;
LK280-28;Pax Entry Std Monitor;4386.00;5043.90;;337-280-EX;;
LK280-29;Pax Entry Std Monitor Handset;4628.00;5322.20;;337-282-EX;;
LK280-7;Net2 Entry Desk Stand for Monitor;161.79;186.06;EOL;337-847-EX;;
LK280-3;Net2 Entry Control Unit;6751.00;7763.65;;337-727-EX;;
LK280-6;Pax Entry Extension Switch;2587.00;2975.05;;337-773-EX;;
LK280-14;Pax Entry Panel MKII VR Flush Mnt;15118.00;17385.70;;337-500-EX;;
LK280-21;Pax Entry Premium Monitor Handset;10029.00;11533.35;;337-292-EX;;
PAXTON - PAXLOCK;;;;;;;
LK254-1;Paxton Net2 Air Bridge Mk3 - PoE;2649.00;3046.35;;477-600-EX;;
LK284-4;Pax PaxLock Pro 50-54mm Door Kit;322.00;370.30;;900-059-EX;;
LK284-5;Pax PaxLock Pro 57-60mm Door Kit;322.00;370.30;;900-059-EX;;
LK284-6;Pax PaxLock Pro Euro profile cover plate;780.00;897.00;;900-053-EX;;
LK284-7;Pax PaxLock Pro Euro profile cover plate;780.00;897.00;;900-054-EX;;
LK284-8;Pax PaxLock Pro Euro Door Jig DIN18251;2055.00;2363.25;;900-080-EX;;
LK284-15;PaxLock Pro Black Indoor Euro;5870.00;6750.50;On Request;900-600BL-EX;;
LK284-16;PaxLock Pro White Indoor Euro;5870.00;6750.50;On Request;900-600WT-EX;;
LK284-17;Paxlock Pro Black Outdoor Euro;6594.00;7583.10;On Request;900-610BL-EX;;
LK284-18;Paxlock Pro White Outdoor Euro;6594.00;7583.10;On Request;900-610WT-EX;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 55;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
ACCESS CONTROL;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
;ZKTeco BIOMETRIC & RFID READERS;;;;;;
LK169;ZK X7 FP Keypad Reader Standalone;1300.59;1495.68;;;;
LK169-3;ZK SF100 FP Reader;3001.35;3451.55;;;;
LK169-4;SF300 Fingerprint Keypad Reader Touch;3251.46;3739.18;;;;
LK169-9;ZK BR1200FBE Multi Verification Terminal;8753.94;10067.03;;;;
LK168-7;ZK P160 Multi-BM KP Reader FP & Palm WiF;6252.81;7190.73;;;;
LK172-1;F16 Fingerprint Reader IP65;3001.35;3451.55;;;;
LK172-2;ZK F17 FP Keypad Reader IP65;5502.48;6327.85;;;;
LK172-3;ZK F18 FP Keypad Reader;5002.25;5752.59;;;;
LK171;ZK F22 FP Keypad Reader SilkID Blk;3707.38;4263.49;;;;
LK171-1;ZK F22 FP Keypad Reader SilkID Wht;3707.38;4263.49;;;;
LK172-4;ProCaptureWP Fingerprint KP Reader IP65;8503.83;9779.40;;;;
LK172-9;ZK iClock990 FP Keypad Reader;7903.56;9089.09;;On Request;;
LK178;ZK PA10 Multi-BM Keypad Reader Palm & FP;6002.70;6903.11;;;;
